STE;DATE;COMPTE;Auxiliaire;n°pièce;OBJET;D;C;Journal;Analytique
DLM;07/04/2026;580010DS5;;JOURNEE DU 07/04/2026;14007138;;829,00;OD;
DLM;07/04/2026;580012DS5;;JOURNEE DU 07/04/2026;GUR NITZAN 31/05/2030;829,00;;OD;
DLM;07/04/2026;580010DS5;;JOURNEE DU 07/04/2026;14007069;;654,00;OD;
DLM;07/04/2026;580012DS5;;JOURNEE DU 07/04/2026;TOMLINSON SARAH 31/05/2030;654,00;;OD;
